Category,Nreads
Demultiplexed,148098
Demultiplexed,145277
Demultiplexed,145277
Empty,160913
Empty,160913
Demultiplexed,70778
Demultiplexed,70778
Demultiplexed,260744
Demultiplexed,260744
Demultiplexed,23597
Demultiplexed,23597
