Category,Nreads
Demultiplexed,217645
Demultiplexed,234391
Demultiplexed,560244
Demultiplexed,194094
Demultiplexed,231625
Empty,19490
Empty,0
Demultiplexed,193601
Demultiplexed,10456
Demultiplexed,242355
Empty,31
Empty,16
Demultiplexed,415451
Empty,7
Demultiplexed,188624
Demultiplexed,391600
Empty,2
Demultiplexed,353480
Demultiplexed,373122
Demultiplexed,350863
Empty,147661
Demultiplexed,237937
Demultiplexed,375960
Empty,8
Demultiplexed,11140
Demultiplexed,272427
Empty,14
Empty,8
Demultiplexed,329590
Empty,0
Demultiplexed,339894
Empty,126646
Empty,189976
Demultiplexed,341991
Demultiplexed,250049
Empty,0
Demultiplexed,169352
Demultiplexed,194094
Demultiplexed,368768
Empty,25413
Empty,327901
Demultiplexed,209088
Demultiplexed,42563
Empty,3
Demultiplexed,346816
Empty,28
Demultiplexed,12476
Demultiplexed,340141
Demultiplexed,301107
Demultiplexed,579225
Empty,4
Demultiplexed,404148
Demultiplexed,381124
Empty,300949
Empty,3
Demultiplexed,91294
Demultiplexed,425542
Empty,449090
Demultiplexed,279146
